CODGEO,Nb Pharmacies et parfumerie,Dynamique Entrepreneuriale,Dynamique Entrepreneuriale Service et Commerce,Synergie Médicale COMMUNE,Orientation Economique,Indice Fiscal Partiel,Score Fiscal,Indice Evasion Client,Score Evasion Client,Indice Synergie Médicale,Score Synergie Médicale,SEG Croissance POP,LIBGEO,REG,DEP,Nb Omnipraticiens BV,Nb Infirmiers Libéraux BV,Nb dentistes Libéraux BV,Nb pharmaciens Libéraux BV,Densité Médicale BV,Score équipement de santé BV,Indice Démographique,Score Démographique,Indice Ménages,Score Ménages,Population,Evolution Population,Evolution Pop %,Nb Ménages,Nb Résidences Principales,Nb propriétaire,Nb Logement,Nb Résidences Secondaires,Nb Log Vacants,Nb Occupants Résidence Principale,Nb Femme,Nb Homme,Nb Mineurs,Nb Majeurs,Nb Etudiants,Nb Entreprises Secteur Services,Nb Entreprises Secteur Commerce,Nb Entreprises Secteur Construction,Nb Entreprises Secteur Industrie,Nb Création Enteprises,Nb Création Industrielles,Nb Création Construction,Nb Création Commerces,Nb Création Services,Moyenne Revenus Fiscaux Départementaux,Moyenne Revenus Fiscaux Régionaux,Dep Moyenne Salaires Horaires,Dep Moyenne Salaires Cadre Horaires,Dep Moyenne Salaires Prof Intermédiaire Horaires,Dep Moyenne Salaires Employé Horaires,Dep Moyenne Salaires Ouvrié Horaires,Reg Moyenne Salaires Horaires,Reg Moyenne Salaires Cadre Horaires,Reg Moyenne Salaires Prof Intermédiaire Horaires,Reg Moyenne Salaires Employé Horaires,Reg Moyenne Salaires Ouvrié Horaires,Valeur ajoutée régionale,Urbanité Ruralité,Score Urbanité,Nb Atifs,Nb Actifs Salariés,Nb Actifs Non Salariés,Nb Logement Secondaire et Occasionnel,Nb Hotel,Capacité Hotel,Nb Camping,Capacité Camping,Dynamique Démographique BV,Taux étudiants,Taux Propriété,Dynamique Démographique INSEE,Capacité Fisc,Capacité Fiscale,Moyenne Revnus fiscaux,Taux Evasion Client,"Nb Education, santé, action sociale",Nb Services personnels et domestiques,"Nb Santé, action sociale",Nb Industries des biens intermédiaires,Nb de Commerce,Nb de Services aux particuliers,"Nb institution de Education, santé, action sociale, administration",PIB Régionnal,SEG Environnement Démographique Obsolète,Score Croissance Population,Score Croissance Entrepreneuriale,Score VA Région,Score PIB,Environnement Démographique,Fidélité,SYN MEDICAL,Seg Cap Fiscale,Seg Dyn Entre,DYN SetC,CP
84029,0,193,137,140,Bassin Urbain,90.28084,32.98475,0,0,140.69648,0.16951,en croissance démographique,Camaret-sur-Aigues,93,84,12,12,6,6,1,1,217.08685,0.16751,189.71799,0.11333,3561,166,4,1259,1257,813,1366,32,77,3549,3444,3446,4347,2543,264,59,48,34,31,24,3,6,7,8,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 10 m habts,12.5,1429,1202,227,32,0,0,0,0,Grande Ville,0,59,-17,132,132,9192.5,0,18,6,18,2892,7609,3241,14267,130177,Com < 10 m habts en croissance démographique,72.95082,0.10403,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84030,0,223,170,142,Bassin Urbain,90.28084,32.98475,248.45549,0.10621,142.70643,0.17218,en croissance démographique,Caromb,93,84,12,12,6,6,1,1,189.95862,0.14658,179.01904,0.10694,3116,15,0,1188,1190,781,1384,91,103,3072,3018,3036,3691,2363,198,77,56,47,26,18,2,2,6,8,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 10 m habts,12.5,1227,955,272,91,1,10,1,53,Grande Ville,0,56,0,126,126,9192.5,2,28,6,25,2892,7609,3241,14267,130177,Com < 10 m habts en croissance démographique,71.31148,0.08472,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84031,1,1738,2191,704,Bassin Urbain,90.28084,32.98475,993.82198,0.42485,707.50231,0.92228,en croissance démographique,Carpentras,93,84,12,12,6,6,1,1,1590.14139,1.22699,1639.04895,0.97911,26084,305,1,10877,10874,4497,12485,322,1289,25521,26736,23972,30810,19898,1906,916,786,242,267,194,13,35,59,87,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com > 200 m habts,87.5,8532,7195,1337,322,4,74,1,99,Grande Ville,0,36,-31,354,354,9192.5,8,340,76,342,2892,7609,3241,14267,130177,Com > 200 m habts en croissance démographique,71.72131,0.86251,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84032,1,57,10,218,Bassin Résidentiel,90.28084,32.98475,0,0,219.08452,0.27361,en croissance démographique,Caseneuve,93,84,32,34,18,18,0.124036205,4,21.70259,0.01675,22.45273,0.01341,356,4,1,149,149,103,243,81,13,339,326,376,410,292,16,5,3,7,7,3,1,1,0,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,149,109,40,81,0,0,0,0,2.Accroissement par excédent naturel,0,42,0,92,92,9192.5,0,2,0,2,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.72131,0.00519,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84033,0,41,11,123,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,123.61191,0.14682,en croissance démographique,Castellet,93,84,32,34,18,18,0.124036205,4,6.46201,0.00499,7.38378,0.00441,106,2,1,49,49,30,87,34,4,106,110,98,119,89,6,6,3,3,1,1,0,0,0,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,51,35,16,34,0,0,1,58,2.Accroissement par excédent naturel,0,34,0,89,89,9192.5,1,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.72131,0.00173,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84034,0,259,194,146,Bassin Urbain,90.28084,32.98475,0,0,146.72633,0.17752,en croissance démographique,Caumont-sur-Durance,93,84,12,12,6,6,1,1,259.27278,0.20006,236.7331,0.14142,4253,182,4,1571,1571,1164,1702,21,110,4204,4206,4112,5109,3209,303,83,68,55,34,27,4,9,8,6,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 10 m habts,12.5,1822,1534,288,21,0,0,0,0,Grande Ville,0,68,-20,144,144,9192.5,0,32,4,30,2892,7609,3241,14267,130177,Com < 10 m habts en croissance démographique,72.95082,0.11815,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84035,2,1668,2055,770,Bassin Urbain,90.28084,32.98475,993.82198,0.42485,773.83065,1.01037,en croissance démographique,Cavaillon,93,84,12,12,6,6,1,1,1497.96634,1.15587,1525.7305,0.91141,24572,740,3,10125,10146,4033,11148,171,831,24005,24872,23010,29198,18684,1664,711,874,193,322,208,12,38,65,93,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,50,8300,7124,1176,171,6,234,1,134,Grande Ville,0,36,-89,347,347,9192.5,8,243,79,258,2892,7609,3241,14267,130177,Com < 50 m habts en croissance démographique,72.54098,0.94032,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84036,0,177,148,138,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,138.68653,0.16684,en croissance démographique,Châteauneuf-de-Gadagne,93,84,12,12,6,6,1,1,173.3159,0.13373,162.89528,0.09731,2843,-13,0,1081,1082,821,1190,37,71,2753,2900,2676,3379,2197,184,73,43,27,26,14,0,2,5,7,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 10 m habts,12.5,1183,992,191,37,0,0,1,49,Grande Ville,0,68,0,124,124,9192.5,1,21,7,20,2892,7609,3241,14267,130177,Com < 10 m habts en croissance démographique,71.31148,0.06887,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84037,0,153,159,139,Bassin Urbain,90.28084,32.98475,248.45549,0.10621,139.69151,0.16817,en croissance démographique,Châteauneuf-du-Pape,93,84,12,12,6,6,1,1,126.67972,0.09775,125.22292,0.0748,2078,33,1,831,830,413,981,39,112,2030,2060,1984,2441,1603,125,52,71,10,29,22,4,1,9,8,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale > 2 000 habts,0,871,674,197,39,2,25,1,97,Grande Ville,0,42,-2,115,115,9192.5,2,10,4,12,2892,7609,3241,14267,130177,Com rurale > 2 000 habts en croissance démographique,71.72131,0.11844,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84038,0,242,178,122,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,122.60693,0.14548,en croissance démographique,Cheval-Blanc,93,84,12,12,6,6,1,1,214.83125,0.16577,196.49902,0.11738,3524,7,0,1304,1302,890,1463,80,81,3442,3508,3364,4206,2666,206,64,74,44,41,21,2,6,3,10,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,50,1404,1131,273,80,0,0,1,89,Grande Ville,0,60,0,131,131,9192.5,1,19,2,19,2892,7609,3241,14267,130177,Com < 50 m habts en croissance démographique,71.31148,0.06311,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84039,0,269,242,160,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,160.79598,0.1962,en croissance démographique,Courthézon,93,84,12,12,6,6,1,1,326.63616,0.25204,305.59817,0.18255,5358,6,0,2028,2030,1164,2229,52,147,5165,5248,5180,6323,4105,328,93,95,38,50,28,0,11,6,11,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,50,1988,1666,322,52,0,0,1,76,Grande Ville,0,52,0,150,150,9192.5,1,23,15,28,2892,7609,3241,14267,130177,Com < 50 m habts en croissance démographique,71.31148,0.10201,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84040,0,61,26,121,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,121.60196,0.14415,en croissance démographique,Crestet,93,84,24,32,19,19,0.154207174,4,26.33573,0.02032,25.91858,0.01548,432,6,1,172,172,130,254,65,17,422,408,440,503,345,27,6,14,7,5,3,0,2,0,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,167,112,55,65,0,0,1,126,3.Accroissement par excédent migratoire,0,51,0,93,93,9192.5,1,1,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.72131,0.00519,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84041,0,59,25,99,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,99.49251,0.11478,en croissance démographique,Crillon-le-Brave,93,84,12,12,6,6,1,1,24.26301,0.01872,24.86376,0.01485,398,3,0,165,165,114,284,95,24,396,382,396,456,322,30,5,14,5,7,2,0,0,0,2,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,148,113,35,95,1,32,1,40,Grande Ville,0,40,0,92,92,9192.5,1,0,0,0,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,71.31148,0.00346,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84042,0,158,112,172,Bassin Résidentiel,90.28084,32.98475,372.68324,0.15932,172.85568,0.21222,en croissance démographique,Cucuron,93,84,46,65,24,24,0.146161582,4,109.24449,0.0843,105.03053,0.06274,1792,-29,-1,697,697,468,1011,230,84,1748,1758,1740,2100,1398,109,46,41,30,19,13,1,2,5,5,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,636,435,201,230,1,6,2,120,1.Accroissement par excédent naturel et migratoire,0,46,2,107,107,9192.5,3,7,1,10,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,70.90164,0.06714,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Dynamique Serv et Com,84
84043,0,413,388,218,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,219.08452,0.27361,en croissance démographique,Entraigues-sur-la-Sorgue,93,84,12,12,6,6,1,1,403.08292,0.31103,383.05254,0.22882,6612,228,3,2542,2539,1677,2692,31,122,6589,6544,6308,7774,5078,462,174,129,70,68,56,4,13,17,22,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com > 200 m habts,87.5,2703,2357,346,31,2,51,0,0,Grande Ville,0,62,-24,172,172,9192.5,1,49,22,51,2892,7609,3241,14267,130177,Com > 200 m habts en croissance démographique,72.54098,0.2487,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84044,0,86,53,126,Bassin Résidentiel,90.28084,32.98475,372.68324,0.15932,126.62683,0.15082,en croissance démographique,Entrechaux,93,84,24,32,19,19,0.154207174,4,52.97626,0.04088,55.6044,0.03322,869,-14,-1,369,368,226,488,98,22,856,794,894,998,690,43,18,23,12,9,6,2,2,0,2,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,322,202,120,98,0,0,3,217,3.Accroissement par excédent migratoire,0,46,1,98,98,9192.5,3,6,1,5,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,70.90164,0.01037,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84045,0,53,18,123,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,123.61191,0.14682,en croissance démographique,Faucon,93,84,24,32,19,19,0.154207174,4,23.10472,0.01783,21.3979,0.01278,379,2,0,142,143,100,225,77,5,380,372,370,453,289,20,6,8,7,2,2,0,1,0,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,147,103,44,77,0,0,1,99,3.Accroissement par excédent migratoire,0,44,0,92,92,9192.5,1,1,1,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.00346,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84046,0,49,19,101,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,101.50246,0.11745,en croissance démographique,Flassan,93,84,12,12,6,6,1,1,20.78815,0.01604,20.94583,0.01251,341,-5,-1,139,138,95,230,59,33,340,322,344,396,270,11,5,10,4,3,2,0,0,1,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,131,81,50,59,0,0,1,22,Grande Ville,0,41,0,92,92,9192.5,1,0,0,0,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,70.90164,0.01239,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84047,0,173,94,155,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,155.7711,0.18953,en croissance démographique,Gargas,93,84,32,34,18,18,0.124036205,4,178.25385,0.13754,166.96389,0.09974,2924,95,3,1108,1116,807,1285,125,44,2928,2966,2774,3550,2190,234,37,36,37,25,15,1,4,3,7,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,37.5,1144,976,168,125,1,31,0,0,2.Accroissement par excédent naturel,0,62,-10,123,123,9192.5,1,13,8,15,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.54098,0.05274,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Dynamique Serv et Com,84
84048,0,33,2,123,Bassin Résidentiel,90.28084,32.98475,0,0,123.61191,0.14682,en croissance démographique,Gignac,93,84,32,34,18,18,0.124036205,4,2.92619,0.00226,3.31517,0.00198,48,1,2,22,22,7,50,25,3,48,34,58,55,37,1,1,1,1,0,0,0,0,0,0,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,17,11,6,25,0,0,0,0,2.Accroissement par excédent naturel,0,14,0,88,88,9192.5,0,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.13115,0,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84049,0,71,61,130,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,130.64673,0.15616,en croissance démographique,Gigondas,93,84,24,32,19,19,0.154207174,4,39.50359,0.03048,38.27512,0.02286,648,30,4,254,254,128,375,65,56,648,626,632,748,510,34,20,27,0,12,5,0,1,3,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,296,200,96,65,2,54,0,0,3.Accroissement par excédent migratoire,0,34,-3,97,97,9192.5,1,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.95082,0.03545,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84050,0,267,315,134,Bassin Urbain,90.28084,32.98475,869.59423,0.37175,134.66663,0.1615,en croissance démographique,Gordes,93,84,12,12,6,6,1,1,127.3503,0.09827,135.77118,0.0811,2089,-75,-3,901,907,591,1641,673,61,2001,2086,2034,2352,1768,100,88,154,42,22,23,2,4,6,11,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale > 2 000 habts,0,794,533,261,673,8,198,1,102,Grande Ville,0,36,7,112,112,9192.5,7,18,3,21,2892,7609,3241,14267,130177,Com rurale > 2 000 habts en croissance démographique,70.08197,0.09337,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84051,0,150,126,137,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,137.68156,0.1655,en croissance démographique,Goult,93,84,32,34,18,18,0.124036205,4,77.97082,0.06016,79.41333,0.04744,1279,10,0,527,513,314,764,193,58,1260,1278,1208,1502,984,86,50,48,22,20,10,2,3,1,4,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,433,295,138,193,1,50,0,0,2.Accroissement par excédent naturel,0,41,0,101,101,9192.5,1,13,3,10,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.02622,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84052,0,99,61,168,Bassin Résidentiel,90.28084,32.98475,0,0,168.83578,0.20688,en croissance démographique,Grambois,93,84,46,65,24,24,0.146161582,4,67.72915,0.05226,67.50887,0.04033,1111,5,0,448,449,306,643,172,22,1097,1088,1070,1278,880,59,29,19,11,17,10,1,1,3,5,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,374,282,92,172,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,47,0,99,99,9192.5,0,12,2,11,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.04409,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Moyenne dynamique,Faible Dynamique Serv et Com,84
84053,0,121,82,139,Bassin Industriel,90.28084,32.98475,0,0,139.69151,0.16817,en croissance démographique,Grillon,93,84,29,36,18,18,0.143814951,4,102.96537,0.07945,96.44124,0.05761,1689,47,2,640,639,422,737,59,39,1685,1666,1618,2022,1262,106,35,29,19,16,9,1,3,3,2,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,674,561,113,59,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,57,-4,109,109,9192.5,0,6,2,6,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.13115,0.04236,23.05911,25.04019,Bassin Industriel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Faible Dynamique Serv et Com,84
84054,1,1192,1591,564,Bassin Résidentiel,90.28084,32.98475,869.59423,0.37175,566.80583,0.73542,en croissance démographique,L' Isle-sur-la-Sorgue,93,84,35,46,26,26,0.142474019,3,1034.4088,0.79817,1042.3188,0.62264,16968,214,1,6917,6889,3818,7723,354,480,16722,17112,15988,20029,13071,1223,518,707,148,175,136,11,13,52,60,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,50,5982,5059,923,354,6,160,1,170,1.Accroissement par excédent naturel et migratoire,0,49,-20,274,274,9192.5,7,158,43,177,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.72131,0.69969,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84055,0,71,47,102,Bassin Urbain,90.28084,32.98475,0,0,102.50744,0.11879,en croissance démographique,Jonquerettes,93,84,12,12,6,6,1,1,75.10559,0.05795,64.64577,0.03862,1232,38,3,429,430,344,454,12,12,1233,1210,1204,1497,917,114,22,15,5,9,8,0,2,0,6,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com > 200 m habts,87.5,550,468,82,12,0,0,0,0,Grande Ville,0,75,-4,105,105,9192.5,0,3,1,2,2892,7609,3241,14267,130177,Com > 200 m habts en croissance démographique,72.54098,0.01383,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84056,0,279,194,148,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,148.73628,0.18018,en croissance démographique,Jonquières,93,84,12,12,6,6,1,1,239.21618,0.18458,216.23933,0.12917,3924,96,2,1435,1432,877,1569,45,92,3862,3824,3832,4660,2996,279,77,74,55,48,24,0,8,5,11,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,50,1592,1325,267,45,0,0,1,78,Grande Ville,0,55,-9,137,137,9192.5,1,23,10,27,2892,7609,3241,14267,130177,Com < 50 m habts en croissance démographique,72.13115,0.08616,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84057,0,56,24,126,Bassin Résidentiel,90.28084,32.98475,248.45549,0.10621,126.62683,0.15082,en croissance démographique,Joucas,93,84,32,34,18,18,0.124036205,4,19.32506,0.01491,19.891,0.01188,317,5,1,132,132,90,251,105,14,312,296,322,373,245,16,8,11,7,2,2,0,0,1,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,136,85,51,105,4,73,0,0,2.Accroissement par excédent naturel,0,35,0,92,92,9192.5,2,2,0,1,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.72131,0.01239,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84058,0,62,41,133,Bassin Résidentiel,90.28084,32.98475,0,0,133.66166,0.16016,en croissance démographique,Lacoste,93,84,32,34,18,18,0.124036205,4,24.62878,0.019,27.27479,0.01629,404,0,0,181,180,134,295,102,13,405,410,388,467,331,18,17,15,4,6,5,1,0,3,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,147,93,54,102,0,0,0,0,2.Accroissement par excédent naturel,0,45,0,92,92,9192.5,0,2,0,3,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.03545,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
